carat,cut,color,clarity,depth,table,price,x,y,z,price_capped,price_per_carat
0.71,Premium,F,SI1,62.3,57.0,2458,5.73,5.66,3.55,2458.0,3461.971830985916
0.71,Ideal,E,SI2,61.9,56.0,2458,5.73,5.76,3.56,2458.0,3461.971830985916
0.72,Ideal,H,SI1,62.2,58.0,2458,5.72,5.76,3.57,2458.0,3413.888888888889
0.71,Premium,F,SI1,62.3,60.0,2458,5.68,5.65,3.53,2458.0,3461.971830985916
0.71,Very Good,D,SI2,63.3,55.0,2458,5.72,5.65,3.6,2458.0,3461.971830985916
0.71,Fair,F,SI1,59.8,70.0,2458,5.89,5.72,3.48,2458.0,3461.971830985916
0.75,Ideal,F,SI2,62.4,56.0,2458,5.84,5.79,3.63,2458.0,3277.3333333333335
0.74,Very Good,I,VS2,60.9,56.0,2459,5.83,5.86,3.56,2459.0,3322.972972972973
0.7,Very Good,E,SI1,62.6,56.0,2459,5.65,5.69,3.55,2459.0,3512.857142857143
0.81,Ideal,G,SI2,61.7,57.0,2459,5.98,6.01,3.7,2459.0,3035.8024691358023
0.7,Premium,F,VS2,61.2,59.0,2459,5.73,5.68,3.49,2459.0,3512.857142857143
0.7,Premium,G,VS1,58.3,58.0,2459,5.9,5.86,3.43,2459.0,3512.857142857143
0.74,Ideal,I,VS2,61.5,57.0,2459,5.81,5.86,3.59,2459.0,3322.972972972973
0.55,Ideal,D,VS2,60.2,56.0,2459,5.33,5.38,3.22,2459.0,4470.909090909091
0.69,Ideal,F,SI1,61.3,55.0,2459,5.72,5.74,3.51,2459.0,3563.7681159420295
0.7,Ideal,E,SI1,62.3,57.0,2459,5.67,5.7,3.54,2459.0,3512.857142857143
0.7,Good,E,SI1,61.7,59.0,2459,5.62,5.66,3.48,2459.0,3512.857142857143
0.8,Very Good,F,SI2,61.0,60.0,2460,5.95,5.98,3.64,2460.0,3075.0
0.47,Ideal,D,VVS1,62.1,55.0,2460,4.98,5.01,3.1,2460.0,5234.04255319149
0.47,Ideal,D,VVS1,62.0,54.0,2460,4.99,5.01,3.1,2460.0,5234.04255319149
0.7,Ideal,G,SI1,60.5,57.0,2460,5.74,5.79,3.49,2460.0,3514.2857142857147
0.61,Ideal,H,IF,59.4,59.0,2461,5.55,5.59,3.31,2461.0,4034.4262295081967
0.7,Good,D,SI2,59.3,60.0,2461,5.74,5.8,3.42,2461.0,3515.714285714286
0.91,Premium,F,SI2,60.5,59.0,2461,6.21,6.19,3.75,2461.0,2704.395604395604
0.91,Good,F,SI2,56.9,62.0,2461,6.51,6.45,3.69,2461.0,2704.395604395604
0.71,Very Good,G,VS2,63.1,56.0,2462,5.58,5.77,3.58,2462.0,3467.605633802817
0.75,Very Good,G,SI1,62.3,59.0,2462,5.77,5.81,3.61,2462.0,3282.6666666666665
0.72,Very Good,H,VS2,61.4,57.0,2462,5.75,5.79,3.54,2462.0,3419.444444444445
0.56,Ideal,F,VVS2,61.9,56.0,2462,5.29,5.32,3.28,2462.0,4396.428571428571
0.71,Ideal,I,VVS2,60.6,57.0,2463,5.73,5.78,3.49,2463.0,3469.0140845070423
0.74,Very Good,H,VS2,59.9,57.0,2463,5.87,5.91,3.53,2463.0,3328.3783783783783
0.75,Very Good,F,SI1,60.6,60.0,2463,5.88,5.91,3.57,2463.0,3284.0
0.56,Ideal,E,VVS2,62.6,54.0,2463,5.32,5.28,3.32,2463.0,4398.214285714285
0.7,Premium,F,SI1,61.6,58.0,2463,5.73,5.7,3.52,2463.0,3518.571428571429
0.7,Premium,E,SI2,60.8,59.0,2463,5.75,5.7,3.48,2463.0,3518.571428571429
0.7,Very Good,G,VS2,63.3,56.0,2464,5.59,5.66,3.56,2464.0,3520.0
0.7,Very Good,E,SI2,61.5,59.0,2464,5.7,5.74,3.52,2464.0,3520.0
0.91,Premium,E,I1,59.6,59.0,2464,6.29,6.32,3.76,2464.0,2707.6923076923076
0.74,Ideal,E,SI2,61.9,56.0,2464,5.8,5.83,3.6,2464.0,3329.7297297297296
0.76,Ideal,G,SI2,62.7,56.0,2466,5.81,5.86,3.66,2466.0,3244.736842105263
0.72,Ideal,F,SI2,61.1,59.0,2466,5.74,5.79,3.52,2466.0,3425.0
0.6,Ideal,G,VVS2,61.3,56.0,2467,5.43,5.46,3.34,2467.0,4111.666666666667
0.75,Very Good,G,VS2,63.3,58.0,2467,5.78,5.75,3.65,2467.0,3289.3333333333335
0.73,Ideal,E,SI2,62.1,56.0,2467,5.74,5.79,3.58,2467.0,3379.452054794521
0.52,Premium,E,VVS2,60.1,59.0,2467,5.27,5.22,3.15,2467.0,4744.2307692307695
0.52,Premium,D,VVS2,59.8,60.0,2467,5.28,5.22,3.14,2467.0,4744.2307692307695
0.52,Ideal,E,VVS1,59.9,57.0,2467,5.28,5.24,3.15,2467.0,4744.2307692307695
0.73,Premium,H,VS1,61.7,58.0,2468,5.75,5.72,3.54,2468.0,3380.821917808219
0.74,Ideal,J,VS1,61.7,57.0,2468,5.79,5.84,3.59,2468.0,3335.135135135135
0.7,Good,D,SI1,58.8,64.0,2468,5.74,5.79,3.39,2468.0,3525.714285714286
0.74,Very Good,G,SI1,63.5,60.0,2468,5.73,5.68,3.62,2468.0,3335.135135135135
0.57,Very Good,E,VVS2,59.6,58.0,2469,5.39,5.41,3.22,2469.0,4331.578947368422
0.76,Ideal,F,SI2,61.1,55.0,2469,5.9,5.94,3.62,2469.0,3248.684210526316
0.76,Premium,F,SI2,61.8,58.0,2469,5.83,5.88,3.62,2469.0,3248.684210526316
0.76,Very Good,F,SI2,62.7,55.0,2469,5.74,5.83,3.63,2469.0,3248.684210526316
0.78,Premium,F,SI1,62.3,57.0,2469,5.86,5.85,3.65,2469.0,3165.3846153846152
0.7,Ideal,I,VS1,61.8,55.0,2469,5.67,5.72,3.52,2469.0,3527.1428571428573
0.62,Ideal,H,IF,61.9,55.0,2469,5.5,5.52,3.41,2469.0,3982.2580645161293
0.7,Premium,F,SI1,61.6,60.0,2470,5.68,5.72,3.51,2470.0,3528.571428571429
0.72,Ideal,F,SI1,61.7,55.0,2470,5.74,5.77,3.55,2470.0,3430.5555555555557
0.71,Ideal,E,SI2,61.5,57.0,2470,5.74,5.78,3.54,2470.0,3478.8732394366198
0.7,Good,F,SI1,62.8,58.0,2470,5.6,5.65,3.53,2470.0,3528.571428571429
0.71,Very Good,H,SI1,61.5,56.0,2471,5.71,5.75,3.53,2471.0,3480.281690140845
0.79,Premium,H,SI2,60.4,61.0,2471,5.99,5.96,3.61,2471.0,3127.8481012658226
0.53,Very Good,D,VVS2,61.1,55.0,2472,5.22,5.28,3.21,2472.0,4664.1509433962265
0.7,Very Good,F,VS2,62.4,56.0,2473,5.63,5.66,3.52,2473.0,3532.857142857143
0.7,Very Good,F,VS2,62.9,57.0,2473,5.59,5.63,3.53,2473.0,3532.857142857143
0.7,Very Good,G,VS1,63.2,58.0,2473,5.61,5.65,3.56,2473.0,3532.857142857143
0.73,Very Good,F,SI1,59.7,60.0,2473,5.83,5.9,3.5,2473.0,3387.6712328767126
0.8,Very Good,I,SI1,61.9,56.0,2473,5.94,5.98,3.69,2473.0,3091.25
0.7,Good,E,VS2,61.5,61.0,2473,5.64,5.74,3.5,2473.0,3532.857142857143
0.7,Very Good,G,VS1,59.3,62.0,2473,5.74,5.8,3.42,2473.0,3532.857142857143
0.7,Very Good,E,VS2,58.8,56.0,2473,5.79,5.84,3.42,2473.0,3532.857142857143
0.7,Premium,D,SI1,60.8,58.0,2473,5.79,5.66,3.48,2473.0,3532.857142857143
0.6,Ideal,D,VS2,61.4,53.0,2473,5.45,5.5,3.36,2473.0,4121.666666666667
0.55,Ideal,G,VVS1,61.5,55.0,2473,5.28,5.26,3.24,2473.0,4496.363636363636
0.72,Very Good,E,SI1,62.6,59.0,2474,5.66,5.71,3.56,2474.0,3436.1111111111113
0.76,Ideal,I,SI1,62.3,57.0,2474,5.81,5.87,3.64,2474.0,3255.2631578947367
0.8,Good,H,SI2,58.4,61.0,2474,6.02,6.06,3.53,2474.0,3092.5
0.81,Good,G,SI2,59.2,64.0,2474,6.11,6.15,3.63,2474.0,3054.3209876543206
0.7,Very Good,H,SI1,58.5,65.0,2475,5.81,5.84,3.41,2475.0,3535.714285714286
0.7,Very Good,G,VS1,62.8,57.0,2475,5.63,5.68,3.55,2475.0,3535.714285714286
0.7,Ideal,G,VS1,62.2,55.0,2475,5.69,5.72,3.55,2475.0,3535.714285714286
0.5,Ideal,D,VVS2,62.5,53.0,2475,5.05,5.13,3.18,2475.0,4950.0
0.7,Ideal,H,VS2,62.6,54.0,2475,5.7,5.73,3.58,2475.0,3535.714285714286
0.77,Ideal,I,SI1,61.8,55.0,2475,5.89,5.93,3.65,2475.0,3214.285714285714
0.7,Premium,E,SI2,60.4,59.0,2475,5.75,5.7,3.46,2475.0,3535.714285714286
0.7,Premium,E,SI2,62.8,59.0,2475,5.69,5.64,3.56,2475.0,3535.714285714286
0.91,Premium,I,SI1,60.8,59.0,2475,6.23,6.2,3.78,2475.0,2719.78021978022
0.7,Good,H,VVS2,61.4,64.0,2475,5.73,5.61,3.48,2475.0,3535.714285714286
0.7,Ideal,E,SI2,62.1,56.0,2475,5.68,5.65,3.52,2475.0,3535.714285714286
0.7,Very Good,D,SI1,62.9,63.0,2475,5.64,5.59,3.53,2475.0,3535.714285714286
0.7,Very Good,E,SI1,62.3,58.0,2476,5.6,5.67,3.51,2476.0,3537.1428571428573
0.7,Very Good,E,SI1,63.5,56.0,2476,5.65,5.68,3.6,2476.0,3537.1428571428573
0.72,Ideal,E,SI1,62.0,57.0,2476,5.72,5.66,3.53,2476.0,3438.888888888889
0.72,Premium,E,SI1,61.4,57.0,2476,5.83,5.73,3.55,2476.0,3438.888888888889
0.78,Very Good,F,SI2,58.3,62.0,2477,6.04,6.11,3.54,2477.0,3175.6410256410254
0.7,Good,H,VVS2,63.7,54.0,2477,5.72,5.62,3.61,2477.0,3538.571428571429
0.72,Very Good,G,VS2,63.3,57.0,2477,5.71,5.67,3.6,2477.0,3440.277777777778
0.75,Ideal,G,SI1,62.2,57.0,2478,5.84,5.8,3.62,2478.0,3304.0
0.7,Ideal,G,SI1,61.6,56.0,2478,5.69,5.73,3.52,2478.0,3540.0
0.7,Ideal,G,SI1,62.5,56.0,2478,5.67,5.69,3.55,2478.0,3540.0
0.7,Ideal,G,SI1,62.4,56.0,2478,5.66,5.69,3.54,2478.0,3540.0
0.77,Ideal,H,VS2,62.4,56.0,2479,5.89,5.85,3.66,2479.0,3219.4805194805194
0.7,Fair,G,VS2,64.9,57.0,2479,5.55,5.54,3.6,2479.0,3541.4285714285716
0.72,Very Good,E,SI1,60.0,57.0,2479,5.8,5.84,3.49,2479.0,3443.0555555555557
0.77,Ideal,H,VS2,60.6,57.0,2479,5.93,5.89,3.58,2479.0,3219.4805194805194
0.7,Premium,G,VS2,61.8,60.0,2479,5.66,5.63,3.49,2479.0,3541.4285714285716
0.7,Premium,G,VS2,62.5,55.0,2479,5.69,5.64,3.54,2479.0,3541.4285714285716
0.7,Premium,G,VS2,61.8,58.0,2479,5.66,5.64,3.49,2479.0,3541.4285714285716
0.7,Premium,G,VS2,62.1,58.0,2479,5.68,5.63,3.51,2479.0,3541.4285714285716
0.7,Premium,G,VS2,61.8,60.0,2479,5.67,5.63,3.49,2479.0,3541.4285714285716
0.71,Premium,E,SI1,60.3,58.0,2479,5.78,5.76,3.48,2479.0,3491.5492957746483
0.54,Ideal,E,VVS2,61.9,54.5,2479,5.22,5.25,3.23,2479.0,4590.740740740741
0.67,Good,F,VS1,59.8,60.3,2479,5.62,5.69,3.38,2479.0,3700.0
0.7,Very Good,G,VS2,63.1,58.0,2479,5.65,5.61,3.55,2479.0,3541.4285714285716
0.7,Ideal,G,SI2,61.8,53.0,2480,5.73,5.69,3.53,2480.0,3542.857142857143
0.71,Ideal,D,SI2,62.4,55.0,2480,5.71,5.74,3.57,2480.0,3492.9577464788736
0.7,Ideal,G,SI1,61.3,56.0,2480,5.73,5.78,3.53,2480.0,3542.857142857143
0.7,Ideal,G,SI1,61.0,56.0,2480,5.77,5.8,3.53,2480.0,3542.857142857143
0.63,Very Good,G,VVS2,62.3,55.0,2481,5.5,5.54,3.44,2481.0,3938.095238095238
0.61,Very Good,D,VS1,60.9,56.0,2481,5.49,5.51,3.35,2481.0,4067.2131147540986
0.8,Very Good,H,SI2,62.7,56.0,2481,5.83,5.91,3.68,2481.0,3101.25
0.7,Very Good,E,SI1,59.4,63.0,2481,5.79,5.73,3.42,2481.0,3544.2857142857147
0.7,Very Good,H,VS1,62.6,57.0,2482,5.64,5.73,3.56,2482.0,3545.714285714286
0.9,Very Good,J,SI2,62.9,55.0,2482,6.13,6.17,3.87,2482.0,2757.777777777778
0.72,Very Good,G,SI1,62.4,59.0,2482,5.67,5.7,3.55,2482.0,3447.222222222222
0.79,Very Good,G,SI2,62.4,56.0,2482,5.87,5.92,3.68,2482.0,3141.772151898734
0.81,Very Good,J,SI1,63.1,59.0,2482,5.88,5.91,3.72,2482.0,3064.1975308641972
0.73,Ideal,J,VVS2,61.2,56.0,2482,5.81,5.85,3.57,2482.0,3400.0
0.81,Ideal,H,SI1,62.8,57.0,2482,5.95,5.92,3.73,2482.0,3064.1975308641972
0.81,Premium,G,SI2,61.7,57.0,2482,5.99,5.94,3.68,2482.0,3064.1975308641972
0.5,Ideal,D,VVS2,61.4,55.0,2482,5.13,5.16,3.16,2482.0,4964.0
0.71,Very Good,G,SI1,63.3,57.0,2482,5.65,5.6,3.56,2482.0,3495.774647887324
0.71,Premium,F,SI2,61.6,59.0,2482,5.75,5.71,3.53,2482.0,3495.774647887324
0.7,Very Good,I,VVS1,59.5,58.0,2484,5.78,5.81,3.45,2484.0,3548.571428571429
0.7,Very Good,H,VS1,63.3,59.0,2484,5.62,5.66,3.57,2484.0,3548.571428571429
0.75,Premium,H,VS2,60.8,57.0,2484,5.9,5.87,3.58,2484.0,3312.0
0.8,Premium,G,SI2,62.1,55.0,2484,5.96,5.9,3.68,2484.0,3105.0
0.8,Good,G,SI2,63.7,58.0,2484,5.88,5.83,3.73,2484.0,3105.0
0.7,Ideal,H,VS1,61.9,55.0,2484,5.66,5.72,3.52,2484.0,3548.571428571429
0.8,Premium,G,SI2,59.7,62.0,2484,6.02,5.98,3.58,2484.0,3105.0
0.75,Premium,D,SI1,61.3,59.0,2484,5.89,5.82,3.59,2484.0,3312.0
0.6,Fair,F,VVS2,60.1,66.0,2484,5.48,5.44,3.28,2484.0,4140.0
0.72,Premium,H,VS2,61.4,57.0,2484,5.79,5.75,3.54,2484.0,3450.0
0.72,Premium,D,SI2,60.3,58.0,2484,5.81,5.76,3.49,2484.0,3450.0
0.73,Very Good,F,SI2,58.0,61.0,2485,5.94,5.99,3.46,2485.0,3404.109589041096
0.6,Very Good,G,VVS1,60.0,58.0,2485,5.53,5.43,3.29,2485.0,4141.666666666667
0.57,Very Good,E,VVS2,60.0,61.0,2485,5.36,5.44,3.24,2485.0,4359.649122807018
0.8,Very Good,H,SI1,63.3,58.0,2485,5.93,5.89,3.74,2485.0,3106.25
0.61,Ideal,E,VS1,62.2,54.0,2485,5.43,5.45,3.38,2485.0,4073.7704918032787
0.78,Ideal,G,SI2,61.7,54.0,2485,5.93,5.97,3.67,2485.0,3185.8974358974356
0.74,Premium,H,VS2,59.9,57.0,2485,5.91,5.87,3.53,2485.0,3358.1081081081084
0.73,Ideal,I,VVS2,63.3,57.0,2485,5.77,5.73,3.64,2485.0,3404.109589041096
0.91,Premium,E,I1,59.6,59.0,2486,6.32,6.29,3.76,2486.0,2731.868131868132
0.78,Premium,G,SI2,60.6,58.0,2486,6.02,5.99,3.64,2486.0,3187.1794871794873
0.8,Very Good,J,VS1,62.7,58.0,2487,5.91,5.95,3.72,2487.0,3108.75
0.8,Very Good,H,SI2,57.0,63.0,2487,6.09,6.18,3.5,2487.0,3108.75
0.7,Ideal,I,VVS2,62.4,53.6,2487,5.68,5.72,3.55,2487.0,3552.857142857143
0.7,Ideal,I,VVS2,62.7,54.0,2487,5.65,5.69,3.55,2487.0,3552.857142857143
0.7,Ideal,I,VVS2,61.6,56.5,2487,5.65,5.72,3.51,2487.0,3552.857142857143
0.71,Ideal,H,VS1,60.3,59.0,2487,5.75,5.79,3.48,2487.0,3502.816901408451
0.74,Ideal,G,SI2,61.9,55.0,2487,5.82,5.84,3.61,2487.0,3360.810810810811
0.71,Ideal,D,SI2,62.5,56.0,2487,5.7,5.73,3.57,2487.0,3502.816901408451
0.7,Ideal,H,SI1,61.0,56.0,2487,5.74,5.76,3.51,2487.0,3552.857142857143
0.71,Ideal,F,SI1,60.8,57.0,2487,5.75,5.8,3.51,2487.0,3502.816901408451
0.72,Very Good,G,SI1,62.5,60.0,2488,5.69,5.73,3.57,2488.0,3455.5555555555557
1.01,Premium,J,I1,60.7,59.0,2488,6.39,6.42,3.89,2488.0,2463.366336633663
0.7,Good,G,VS2,64.3,56.0,2488,5.51,5.58,3.57,2488.0,3554.2857142857147
0.71,Very Good,E,SI1,58.7,61.0,2489,5.83,5.86,3.43,2489.0,3505.6338028169016
0.52,Ideal,F,VVS2,60.9,56.0,2489,5.19,5.23,3.17,2489.0,4786.538461538461
0.7,Ideal,I,VVS1,61.4,55.0,2489,5.7,5.76,3.52,2489.0,3555.714285714286
0.76,Ideal,G,SI2,62.3,55.0,2489,5.83,5.89,3.65,2489.0,3275.0
0.78,Premium,H,SI1,60.0,60.0,2489,5.93,5.92,3.62,2489.0,3191.025641025641
0.74,Ideal,E,SI1,62.6,56.0,2489,5.74,5.7,3.58,2489.0,3363.5135135135138
0.73,Ideal,I,VVS1,61.7,53.0,2490,5.8,5.84,3.59,2490.0,3410.958904109589
0.7,Ideal,I,VS1,61.5,56.0,2490,5.73,5.76,3.53,2490.0,3557.1428571428573
0.57,Ideal,E,VS2,61.5,57.0,2491,5.35,5.32,3.28,2491.0,4370.175438596491
0.74,Very Good,I,VS1,62.3,60.0,2491,5.78,5.8,3.61,2491.0,3366.2162162162163
0.71,Ideal,F,SI1,61.3,56.0,2491,5.73,5.79,3.53,2491.0,3508.450704225352
0.76,Premium,F,SI2,60.5,60.0,2491,5.92,5.89,3.57,2491.0,3277.6315789473683
0.91,Fair,D,I1,66.2,57.0,2491,6.0,5.94,3.95,2491.0,2737.362637362637
0.76,Premium,F,SI2,61.8,58.0,2491,5.88,5.83,3.62,2491.0,3277.6315789473683
0.76,Premium,F,SI2,62.7,55.0,2491,5.83,5.74,3.63,2491.0,3277.6315789473683
0.71,Very Good,G,VS2,60.4,61.0,2492,5.77,5.81,3.5,2492.0,3509.8591549295775
0.72,Premium,D,SI2,60.2,56.0,2492,5.85,5.82,3.51,2492.0,3461.1111111111113
0.72,Premium,F,SI1,61.7,59.0,2492,5.74,5.7,3.53,2492.0,3461.1111111111113
0.7,Ideal,I,VVS1,61.8,56.0,2492,5.72,5.74,3.54,2492.0,3560.0
0.7,Ideal,H,VS1,61.0,56.0,2492,5.74,5.76,3.51,2492.0,3560.0
0.62,Ideal,E,VS1,60.3,57.0,2492,5.52,5.57,3.35,2492.0,4019.3548387096776
0.72,Premium,F,SI1,60.1,59.0,2492,5.83,5.81,3.5,2492.0,3461.1111111111113
0.7,Premium,F,SI1,61.0,60.0,2492,5.75,5.72,3.5,2492.0,3560.0
0.81,Very Good,G,SI2,62.9,56.9,2493,5.89,5.96,3.73,2493.0,3077.7777777777774
0.72,Ideal,I,VVS1,62.9,57.0,2493,5.68,5.77,3.6,2493.0,3462.5
0.84,Ideal,J,SI1,61.8,56.0,2493,6.04,6.07,3.74,2493.0,2967.857142857143
0.85,Fair,I,SI1,65.8,65.0,2493,5.88,5.79,3.84,2493.0,2932.9411764705883
0.59,Very Good,E,VVS2,61.7,59.0,2494,5.37,5.36,3.31,2494.0,4227.118644067797
0.71,Good,E,SI1,63.2,57.0,2494,5.67,5.72,3.6,2494.0,3512.6760563380285
0.71,Good,F,VS2,63.6,58.0,2494,5.67,5.62,3.59,2494.0,3512.6760563380285
0.71,Very Good,G,VS1,63.3,56.0,2494,5.67,5.64,3.58,2494.0,3512.6760563380285
0.71,Ideal,E,SI1,61.7,56.0,2494,5.74,5.77,3.55,2494.0,3512.6760563380285
0.58,Good,F,VVS2,62.2,61.0,2494,5.37,5.44,3.36,2494.0,4300.0
0.71,Very Good,I,VVS2,62.5,57.0,2495,5.68,5.74,3.57,2495.0,3514.084507042254
0.25,Very Good,E,VVS2,62.2,61.0,548,3.98,4.03,2.49,548.0,2192.0
0.25,Very Good,D,VVS2,62.1,57.0,548,4.02,4.07,2.51,548.0,2192.0
0.25,Very Good,D,VVS2,62.0,61.0,548,3.99,4.04,2.49,548.0,2192.0
0.25,Very Good,D,VVS2,61.1,59.0,548,4.03,4.05,2.47,548.0,2192.0
0.25,Very Good,D,VVS2,62.8,56.0,548,4.0,4.03,2.52,548.0,2192.0
0.25,Very Good,F,VVS1,64.2,58.0,548,3.96,4.01,2.56,548.0,2192.0
0.25,Very Good,E,VVS1,57.7,62.0,548,4.16,4.19,2.41,548.0,2192.0
0.25,Very Good,E,VVS1,62.6,57.0,548,3.98,4.01,2.5,548.0,2192.0
0.32,Very Good,G,VS2,59.9,59.0,548,4.46,4.48,2.67,548.0,1712.5
0.25,Very Good,F,IF,59.4,62.0,548,4.12,4.13,2.45,548.0,2192.0
0.32,Ideal,I,VVS2,61.2,56.0,548,4.41,4.45,2.71,548.0,1712.5
0.23,Ideal,E,VS2,61.7,55.0,548,3.98,4.0,2.46,548.0,2382.608695652174
0.23,Ideal,E,VS2,61.8,54.0,548,3.94,3.96,2.44,548.0,2382.608695652174
0.23,Ideal,F,VS1,61.4,55.0,548,3.96,3.99,2.44,548.0,2382.608695652174
0.23,Ideal,F,VS1,61.1,56.0,548,3.97,3.99,2.43,548.0,2382.608695652174
0.25,Good,D,VVS2,57.5,61.0,548,4.16,4.19,2.4,548.0,2192.0
0.32,Good,G,VS1,60.8,62.0,548,4.4,4.45,2.69,548.0,1712.5
0.29,Premium,E,SI1,58.4,60.0,548,4.34,4.32,2.53,548.0,1889.6551724137933
0.31,Ideal,D,SI1,61.9,57.0,548,4.36,4.39,2.71,548.0,1767.741935483871
0.31,Ideal,D,SI1,62.3,56.0,548,4.32,4.35,2.7,548.0,1767.741935483871
0.23,Very Good,D,VVS2,58.9,60.0,549,4.03,3.95,2.35,549.0,2386.9565217391305
0.38,Very Good,I,VS2,62.4,56.0,549,4.65,4.58,2.88,549.0,1444.7368421052631
0.3,Ideal,F,SI1,61.4,55.0,550,4.31,4.34,2.65,550.0,1833.3333333333335
0.3,Ideal,F,SI1,60.9,55.0,550,4.34,4.38,2.66,550.0,1833.3333333333335
0.23,Premium,G,VVS2,58.1,59.0,550,4.09,4.03,2.36,550.0,2391.304347826087
0.32,Premium,D,SI1,62.2,60.0,550,4.34,4.37,2.71,550.0,1718.75
0.32,Good,D,SI1,63.8,55.0,550,4.35,4.36,2.78,550.0,1718.75
0.33,Very Good,F,SI1,59.9,61.0,550,4.44,4.47,2.67,550.0,1666.6666666666665
0.33,Premium,F,SI1,60.9,59.0,550,4.42,4.45,2.7,550.0,1666.6666666666665
0.33,Very Good,F,SI1,62.8,58.0,550,4.4,4.42,2.77,550.0,1666.6666666666665
0.5,Very Good,E,VVS1,60.1,56.0,2495,5.16,5.19,3.11,2495.0,4990.0
0.71,Very Good,H,VS2,61.6,60.0,2495,5.7,5.73,3.52,2495.0,3514.084507042254
0.8,Ideal,F,SI2,62.0,57.0,2495,5.96,5.98,3.7,2495.0,3118.75
0.7,Premium,G,VS1,59.3,62.0,2496,5.8,5.74,3.42,2496.0,3565.714285714286
0.7,Very Good,E,SI1,61.9,60.0,2496,5.6,5.67,3.49,2496.0,3565.714285714286
0.7,Good,E,SI1,63.2,57.0,2496,5.61,5.63,3.55,2496.0,3565.714285714286
0.73,Ideal,I,VVS2,62.3,55.0,2496,5.76,5.77,3.59,2496.0,3419.178082191781
0.73,Premium,I,VVS2,60.6,58.0,2496,5.78,5.84,3.52,2496.0,3419.178082191781
0.73,Premium,H,VS2,61.0,58.0,2496,5.76,5.84,3.54,2496.0,3419.178082191781
0.75,Premium,H,VS2,59.1,58.0,2496,5.93,6.02,3.53,2496.0,3328.0
0.73,Premium,I,VVS2,61.5,58.0,2496,5.73,5.78,3.54,2496.0,3419.178082191781
0.78,Ideal,G,SI1,61.0,57.0,2496,5.94,5.99,3.64,2496.0,3200.0
0.56,Premium,E,VVS2,59.2,56.0,2496,5.49,5.39,3.22,2496.0,4457.142857142857
0.7,Premium,E,VS2,61.1,58.0,2496,5.78,5.7,3.51,2496.0,3565.714285714286
0.7,Good,G,VS2,63.8,55.0,2496,5.66,5.59,3.59,2496.0,3565.714285714286
0.74,Ideal,H,VS2,62.5,54.0,2497,5.76,5.82,3.62,2497.0,3374.324324324324
0.72,Good,H,VS2,61.8,61.0,2497,5.68,5.75,3.53,2497.0,3468.0555555555557
0.75,Good,E,SI2,59.7,62.0,2497,5.85,5.88,3.5,2497.0,3329.3333333333335
0.7,Very Good,G,VS1,63.1,57.0,2497,5.7,5.61,3.57,2497.0,3567.1428571428573
0.7,Very Good,H,VS2,62.9,57.0,2498,5.6,5.66,3.54,2498.0,3568.571428571429
0.71,Premium,H,VVS2,61.9,59.0,2498,5.73,5.7,3.54,2498.0,3518.3098591549297
0.73,Premium,D,SI1,60.5,58.0,2498,5.85,5.82,3.53,2498.0,3421.9178082191784
0.72,Ideal,I,VS1,61.4,58.0,2498,5.73,5.77,3.53,2498.0,3469.444444444445
0.7,Good,E,SI1,57.5,62.0,2498,5.81,5.85,3.35,2498.0,3568.571428571429
0.72,Fair,E,SI1,56.9,61.0,2498,5.91,5.97,3.38,2498.0,3469.444444444445
0.79,Premium,H,SI1,60.1,60.0,2498,6.04,5.98,3.61,2498.0,3162.025316455696
0.55,Very Good,E,VVS2,60.6,56.0,2499,5.33,5.36,3.24,2499.0,4543.636363636363
0.55,Ideal,E,VVS2,61.4,56.0,2499,5.28,5.31,3.25,2499.0,4543.636363636363
0.7,Ideal,H,SI1,61.8,53.0,2499,5.71,5.74,3.54,2499.0,3570.0
0.82,Premium,H,SI2,59.5,62.0,2499,6.13,6.07,3.63,2499.0,3047.5609756097565
0.75,Very Good,F,SI1,62.1,57.0,2500,5.82,5.88,3.63,2500.0,3333.3333333333335
0.7,Fair,H,VVS2,65.8,58.0,2500,5.49,5.42,3.59,2500.0,3571.4285714285716
0.51,Very Good,E,VVS1,59.9,57.0,2501,5.22,5.24,3.14,2501.0,4903.921568627451
0.7,Very Good,G,VS2,59.6,60.0,2501,5.71,5.8,3.43,2501.0,3572.857142857143
0.77,Very Good,I,VS1,62.6,55.0,2501,5.85,5.9,3.68,2501.0,3248.051948051948
0.72,Ideal,G,SI2,61.8,56.0,2501,5.72,5.76,3.55,2501.0,3473.6111111111113
0.74,Ideal,E,SI2,59.2,59.0,2501,5.92,5.97,3.52,2501.0,3379.7297297297296
0.74,Ideal,E,SI2,61.7,57.0,2501,5.78,5.82,3.58,2501.0,3379.7297297297296
0.62,Ideal,H,IF,60.5,58.0,2501,5.48,5.52,3.33,2501.0,4033.8709677419356
0.75,Premium,F,SI2,62.2,58.0,2501,5.87,5.8,3.57,2501.0,3334.6666666666665
0.8,Very Good,H,SI2,63.4,58.0,2502,5.87,5.84,3.71,2502.0,3127.5
0.71,Very Good,I,SI1,60.0,56.0,2502,5.86,5.83,3.51,2502.0,3523.9436619718313
0.54,Ideal,E,VVS2,61.1,56.0,2502,5.26,5.31,3.22,2502.0,4633.333333333333
0.54,Good,E,VVS2,60.1,61.0,2502,5.3,5.38,3.21,2502.0,4633.333333333333
